IP,abuseipdb_is_whitelisted,abuseipdb_confidence_score,abuseipdb_country_code,abuseipdb_isp,abuseipdb_domain,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_last_reported_at,virustotal_reputation,virustotal_regional_internet_registry,virustotal_as_owner,harmless,malicious,suspicious,undetected,IBM_score,IBM_average history Score,IBM_most common score,virustotal_asn,SHODAN_asn,SHODAN_isp,ALIENVAULT_reputation,ALIENVAULT_asn,score_average_Mobat
218.92.0.15,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-07-12T19:07:46+00:00,0.0,APNIC,Chinanet,64.0,97.0,100.0,76.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,6.242.857.142.857.140
218.92.0.15,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-07-12T19:07:46+00:00,0.0,APNIC,Chinanet,64.0,97.0,100.0,76.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,6.242.857.142.857.140
218.92.0.20,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-07-23T18:10:40+00:00,0.0,APNIC,Chinanet,59.0,92.0,98.0,78.0,0.0,0.0,0.0,AS4134,AS4134,CHINANET-BACKBONE,FALSE,AS4134 chinanet,61.0
218.92.0.20,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-07-23T18:10:40+00:00,0.0,APNIC,Chinanet,59.0,92.0,98.0,78.0,0.0,0.0,0.0,AS4134,AS4134,CHINANET-BACKBONE,FALSE,AS4134 chinanet,61.0
218.92.0.34,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,28426,433,2024-03-19T12:05:44+00:00,-3.0,APNIC,Chinanet,55.0,88.0,98.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,45.142.857.142.857.100
218.92.0.34,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,28468,432,2024-03-19T21:44:59+00:00,-3.0,APNIC,Chinanet,55.0,88.0,98.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,45.142.857.142.857.100
218.92.0.51,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,7924,227,2024-03-19T12:10:05+00:00,0.0,APNIC,Chinanet,54.0,87.0,99.0,77.0,0.0,0.0,0.0,AS4134,AS4134,CHINANET-BACKBONE,FALSE,AS4134 chinanet,45.285.714.285.714.200
218.92.0.51,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,7934,227,2024-03-19T21:50:09+00:00,0.0,APNIC,Chinanet,54.0,87.0,99.0,77.0,0.0,0.0,0.0,AS4134,AS4134,CHINANET-BACKBONE,FALSE,AS4134 chinanet,45.285.714.285.714.200
218.92.0.56,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,27633,437,2024-03-19T12:14:29+00:00,-1.0,APNIC,Chinanet,56.0,88.0,98.0,79.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,45.714.285.714.285.700
218.92.0.56,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,27623,437,2024-03-19T21:50:28+00:00,-1.0,APNIC,Chinanet,56.0,88.0,98.0,79.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,45.714.285.714.285.700
218.92.0.95,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,6239,32,2024-03-18T16:03:38+00:00,-1.0,APNIC,Chinanet,57.0,89.0,99.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,46.0
218.92.0.95,FALSE,0,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,6142,32,2024-03-18T16:03:38+00:00,-1.0,APNIC,Chinanet,57.0,89.0,99.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,46.0
218.92.0.98,FALSE,97,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,1,1,2024-03-11T16:03:35+00:00,1.0,APNIC,Chinanet,59.0,91.0,99.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,60.714.285.714.285.700
218.92.0.98,FALSE,97,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,1,1,2024-03-11T16:03:35+00:00,1.0,APNIC,Chinanet,59.0,91.0,99.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,60.714.285.714.285.700
221.213.63.210,FALSE,100,CN,KM-NJW-Primary-School Kunming Yunnan,chinaunicom.com,0,0,2023-09-29T00:11:07+00:00,-13.0,APNIC,CHINA UNICOM China169 Backbone,62.0,95.0,98.0,78.0,0.0,0.0,0.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,60.0
221.213.63.210,FALSE,100,CN,KM-NJW-Primary-School Kunming Yunnan,chinaunicom.com,0,0,2023-09-29T00:11:07+00:00,-13.0,APNIC,CHINA UNICOM China169 Backbone,62.0,95.0,98.0,78.0,0.0,0.0,0.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,60.0
27.2.11.114,FALSE,100,VN,Saigon Tourist Cable Television,saigon-tourist.com,0,0,2023-11-09T10:19:57+00:00,0.0,APNIC,SaiGon Tourist cable Televition Company,0.0,100.0,100.0,9.0,0.0,0.0,0.0,AS45543,None,None,FALSE,AS45543 saigon tourist cable televition company,44.142.857.142.857.100
27.2.11.114,FALSE,100,VN,Saigon Tourist Cable Television,saigon-tourist.com,0,0,2023-11-09T10:19:57+00:00,0.0,APNIC,SaiGon Tourist cable Televition Company,0.0,100.0,100.0,9.0,0.0,0.0,0.0,AS45543,None,None,FALSE,AS45543 saigon tourist cable televition company,44.142.857.142.857.100
42.2.243.207,FALSE,100,HK,Hong Kong Telecommunications (HKT) Limited,netvigator.com,0,0,2024-01-02T20:33:47+00:00,0.0,APNIC,HKT Limited,64.0,96.0,100.0,77.0,0.0,0.0,0.0,AS4760,None,None,FALSE,AS4760 hkt limited,6.242.857.142.857.140
42.2.243.207,FALSE,100,HK,Hong Kong Telecommunications (HKT) Limited,netvigator.com,0,0,2024-01-02T20:33:47+00:00,0.0,APNIC,HKT Limited,64.0,96.0,100.0,77.0,0.0,0.0,0.0,AS4760,None,None,FALSE,AS4760 hkt limited,6.242.857.142.857.140
43.131.244.10,FALSE,100,KR,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-11T11:25:43+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,99.0,77.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,61.857.142.857.142.800
43.131.244.10,FALSE,100,KR,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-11T11:25:43+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,99.0,77.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,61.857.142.857.142.800
43.134.72.95,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-10-26T21:37:01+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,6.242.857.142.857.140
43.134.72.95,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-10-26T21:37:01+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,6.242.857.142.857.140
43.153.74.45,FALSE,100,US,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-12T19:08:12+00:00,0.0,ARIN,"Tencent Building, Kejizhongyi Avenue",63.0,96.0,99.0,77.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.142.857.142.857.100
43.153.74.45,FALSE,100,US,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-12T19:08:12+00:00,0.0,ARIN,"Tencent Building, Kejizhongyi Avenue",63.0,96.0,99.0,77.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.142.857.142.857.100
43.156.3.27,FALSE,0,SG,Aceville Pte.Ltd.,tencent.com,773,299,2024-03-19T12:03:31+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",58.0,91.0,98.0,78.0,0.0,0.0,0.0,AS132203,AS132203,"Tencent Building, Kejizhongyi Avenue",FALSE,AS132203 tencent building  kejizhongyi avenue,46.285.714.285.714.200
43.156.3.27,FALSE,0,SG,Aceville Pte.Ltd.,tencent.com,765,291,2024-03-19T19:49:31+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",58.0,91.0,98.0,78.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,46.285.714.285.714.200
43.156.60.191,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-11-30T01:22:35+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,76.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,61.714.285.714.285.700
43.156.60.191,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-11-30T01:22:35+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,76.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,61.714.285.714.285.700
45.95.147.200,FALSE,100,NL,Alsycon B.V.,alsycon.nl,0,0,2023-08-11T22:10:27+00:00,-2.0,RIPE NCC,Alsycon B.V.,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS49870,None,None,FALSE,AS49870 alsycon b.v.,62.142.857.142.857.100
45.95.147.200,FALSE,100,NL,Alsycon B.V.,alsycon.nl,0,0,2023-08-11T22:10:27+00:00,-2.0,RIPE NCC,Alsycon B.V.,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS49870,None,None,FALSE,AS49870 alsycon b.v.,62.142.857.142.857.100
47.236.26.196,FALSE,35,SG,Alibaba Cloud LLC,alicloud.com,25,15,2024-03-19T02:41:24+00:00,0.0,APNIC,"Alibaba US Technology Co., Ltd.",57.0,90.0,100.0,76.0,0.0,0.0,0.0,AS45102,None,None,FALSE,ASNone,51.142.857.142.857.100
47.236.26.196,FALSE,35,SG,Alibaba Cloud LLC,alicloud.com,25,15,2024-03-19T02:41:24+00:00,0.0,APNIC,"Alibaba US Technology Co., Ltd.",57.0,90.0,100.0,76.0,0.0,0.0,0.0,AS45102,None,None,FALSE,ASNone,51.142.857.142.857.100
50.225.176.238,FALSE,0,US,Comcast Cable Communications LLC,comcast.net,1006,349,2024-03-19T11:51:57+00:00,-1.0,ARIN,COMCAST-7922,58.0,90.0,98.0,79.0,0.0,0.0,0.0,AS7922,AS7922,"Comcast Cable Communications, LLC",FALSE,AS7922 comcast,46.285.714.285.714.200
50.225.176.238,FALSE,0,US,Comcast Cable Communications LLC,comcast.net,1006,348,2024-03-19T21:11:37+00:00,-1.0,ARIN,COMCAST-7922,58.0,90.0,98.0,79.0,0.0,0.0,0.0,AS7922,None,None,FALSE,AS7922 comcast,46.285.714.285.714.200
52.172.30.44,FALSE,0,IN,Microsoft Corporation,microsoft.com,826,298,2024-03-19T10:22:51+00:00,-1.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,58.0,92.0,97.0,78.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,46.285.714.285.714.200
52.172.30.44,FALSE,0,IN,Microsoft Corporation,microsoft.com,830,296,2024-03-19T21:13:42+00:00,-1.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,58.0,92.0,97.0,78.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,46.285.714.285.714.200
60.188.57.71,FALSE,100,CN,ChinaNet Zhejiang Province Network,chinatelecom.com.cn,0,0,2023-06-25T21:04:30+00:00,0.0,APNIC,CT-HangZhou-IDC,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS58461,None,None,FALSE,AS58461 ct-hangzhou-idc,62.142.857.142.857.100
60.188.57.71,FALSE,100,CN,ChinaNet Zhejiang Province Network,chinatelecom.com.cn,0,0,2023-06-25T21:04:30+00:00,0.0,APNIC,CT-HangZhou-IDC,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS58461,None,None,FALSE,AS58461 ct-hangzhou-idc,62.142.857.142.857.100
61.2.224.84,FALSE,100,IN,Bharat Sanchar Nigam Limited,bsnl.in,0,0,2023-11-30T01:35:24+00:00,-1.0,APNIC,National Internet Backbone,62.0,96.0,100.0,75.0,0.0,0.0,0.0,AS9829,None,None,FALSE,AS9829 national internet backbone,61.714.285.714.285.700
61.2.224.84,FALSE,100,IN,Bharat Sanchar Nigam Limited,bsnl.in,0,0,2023-11-30T01:35:24+00:00,-1.0,APNIC,National Internet Backbone,62.0,96.0,100.0,75.0,0.0,0.0,0.0,AS9829,None,None,FALSE,AS9829 national internet backbone,61.714.285.714.285.700
66.240.236.116,FALSE,0,US,CARInet Inc.,cari.net,1078,202,2024-03-19T06:25:16+00:00,-6.0,ARIN,CARINET,56.0,89.0,99.0,77.0,0.0,0.0,0.0,AS10439,None,None,FALSE,AS10439 carinet  inc.,45.0
66.240.236.116,FALSE,0,US,CARInet Inc.,cari.net,1078,202,2024-03-19T06:25:16+00:00,-6.0,ARIN,CARINET,56.0,89.0,99.0,77.0,0.0,0.0,0.0,AS10439,AS10439,"CariNet, Inc.",FALSE,AS10439 carinet  inc.,45.0
75.27.151.14,FALSE,100,US,AT&T Corp.,att.com,0,0,2023-06-05T13:54:22+00:00,0.0,ARIN,ATT-INTERNET4,66.0,98.0,100.0,77.0,0.0,0.0,0.0,AS7018,None,None,FALSE,AS7018 att services inc,63.0
75.27.151.14,FALSE,100,US,AT&T Corp.,att.com,0,0,2023-06-05T13:54:22+00:00,0.0,ARIN,ATT-INTERNET4,66.0,98.0,100.0,77.0,0.0,0.0,0.0,AS7018,None,None,FALSE,AS7018 att services inc,63.0
8.219.237.142,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-07-19T06:14:17+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",63.0,96.0,100.0,76.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,62.0
8.219.237.142,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-07-19T06:14:17+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",63.0,96.0,100.0,76.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,62.0
8.219.250.100,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-11-30T01:42:23+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",66.0,98.0,100.0,77.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,62.857.142.857.142.800
8.219.250.100,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-11-30T01:42:23+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",66.0,98.0,100.0,77.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,62.857.142.857.142.800
80.80.218.227,FALSE,86,UZ,IST Telekom LLC,etc.uz,2,2,2024-03-12T20:48:57+00:00,-1.0,RIPE NCC,ist Telekom LLC,56.0,90.0,97.0,78.0,0.0,0.0,0.0,AS34718,None,None,FALSE,AS34718 llc texnoprosistem,58.0
80.80.218.227,FALSE,86,UZ,IST Telekom LLC,etc.uz,2,2,2024-03-12T20:48:57+00:00,-1.0,RIPE NCC,ist Telekom LLC,56.0,90.0,97.0,78.0,0.0,0.0,0.0,AS34718,None,None,FALSE,AS34718 llc texnoprosistem,58.0
80.94.95.203,FALSE,86,MD,BTHoster LTD,bthoster.com,16,2,2024-03-17T18:37:39+00:00,0.0,RIPE NCC,SS-Net,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.142.857.142.857.100
80.94.95.203,FALSE,86,MD,BTHoster LTD,bthoster.com,16,2,2024-03-19T18:37:38+00:00,0.0,RIPE NCC,SS-Net,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.142.857.142.857.100
80.94.95.240,FALSE,60,MD,BTHoster LTD,bthoster.com,8,6,2024-03-16T22:41:28+00:00,0.0,RIPE NCC,SS-Net,63.0,95.0,100.0,77.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,5.642.857.142.857.140
80.94.95.240,FALSE,60,MD,BTHoster LTD,bthoster.com,8,6,2024-03-16T22:41:28+00:00,0.0,RIPE NCC,SS-Net,63.0,95.0,100.0,77.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,5.642.857.142.857.140
80.94.95.242,FALSE,86,MD,BTHoster LTD,bthoster.com,16,2,2024-03-17T18:37:42+00:00,0.0,RIPE NCC,SS-Net,63.0,96.0,100.0,76.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.142.857.142.857.100
80.94.95.242,FALSE,86,MD,BTHoster LTD,bthoster.com,16,2,2024-03-19T18:37:40+00:00,0.0,RIPE NCC,SS-Net,63.0,96.0,100.0,76.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.142.857.142.857.100
81.0.246.17,FALSE,100,DE,Contabo GmbH,contabo.com,0,0,2023-06-26T11:06:06+00:00,0.0,RIPE NCC,Contabo GmbH,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS51167,None,None,FALSE,AS15685 casablanca int,6.242.857.142.857.140
81.0.246.17,FALSE,100,DE,Contabo GmbH,contabo.com,0,0,2023-06-26T11:06:06+00:00,0.0,RIPE NCC,Contabo GmbH,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS51167,None,None,FALSE,AS15685 casablanca int,6.242.857.142.857.140
81.192.43.166,FALSE,0,MA,Office National des Postes et Telecommunications,iam.net.ma,191,97,2024-03-19T11:20:22+00:00,-1.0,AFRINIC,Itissalat Al-MAGHRIB,57.0,90.0,98.0,78.0,0.0,0.0,0.0,AS6713,None,None,FALSE,AS6713 itissalat al-maghrib,46.0
81.192.43.166,FALSE,0,MA,Office National des Postes et Telecommunications,iam.net.ma,194,99,2024-03-19T12:59:06+00:00,-1.0,AFRINIC,Itissalat Al-MAGHRIB,57.0,90.0,98.0,78.0,0.0,0.0,0.0,AS6713,None,None,FALSE,AS6713 itissalat al-maghrib,46.0
84.78.93.70,FALSE,100,ES,Orange Espagne SA,orange.es,0,0,2023-11-30T01:46:46+00:00,-1.0,RIPE NCC,Orange Espagne SA,64.0,97.0,99.0,77.0,0.0,0.0,0.0,AS12479,AS12479,Orange Espagne SA,FALSE,AS12479 orange espagne sa,62.285.714.285.714.200
84.78.93.70,FALSE,100,ES,Orange Espagne SA,orange.es,0,0,2023-11-30T01:46:46+00:00,-1.0,RIPE NCC,Orange Espagne SA,64.0,97.0,99.0,77.0,0.0,0.0,0.0,AS12479,None,None,FALSE,AS12479 orange espagne sa,62.285.714.285.714.200
87.246.7.230,FALSE,96,BG,Global Communication Net Plc,gcn.bg,14,1,2024-03-17T18:38:24+00:00,-1.0,RIPE NCC,SS-Net,65.0,98.0,100.0,76.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS204428 ss-net,62.0
87.246.7.230,FALSE,96,BG,Global Communication Net Plc,gcn.bg,14,1,2024-03-19T18:38:23+00:00,-1.0,RIPE NCC,SS-Net,65.0,98.0,100.0,76.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS204428 ss-net,62.0
91.224.92.22,FALSE,88,LT,Infocom UK Ltd,infocom.uk,14,1,2024-03-17T18:38:33+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS133398 tele asia limited,60.714.285.714.285.700
91.224.92.22,FALSE,88,LT,Infocom UK Ltd,infocom.uk,14,1,2024-03-19T18:38:31+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS133398 tele asia limited,60.714.285.714.285.700
91.240.118.77,FALSE,98,RU,Chang Way Technologies Co. Limited,changway.hk,0,0,2024-02-12T05:08:19+00:00,0.0,APNIC,Chang Way Technologies Co. Limited,62.0,97.0,98.0,76.0,0.0,0.0,0.0,AS57523,None,None,FALSE,AS57523 chang way technologies co. limited,6.157.142.857.142.850
91.240.118.77,FALSE,98,RU,Chang Way Technologies Co. Limited,changway.hk,0,0,2024-02-12T05:08:19+00:00,0.0,APNIC,Chang Way Technologies Co. Limited,62.0,97.0,98.0,76.0,0.0,0.0,0.0,AS57523,None,None,FALSE,AS57523 chang way technologies co. limited,6.157.142.857.142.850
94.102.61.24,FALSE,0,NL,FiberXpress BV,fiberxpress.net,1,1,2024-02-29T23:21:25+00:00,-1.0,RIPE NCC,IP Volume inc,63.0,97.0,99.0,76.0,0.0,0.0,0.0,AS202425,None,None,FALSE,AS202425 ip volume inc,47.714.285.714.285.700
94.102.61.24,FALSE,0,NL,FiberXpress BV,fiberxpress.net,1,1,2024-02-29T23:21:25+00:00,-1.0,RIPE NCC,IP Volume inc,63.0,97.0,99.0,76.0,0.0,0.0,0.0,AS202425,None,None,FALSE,AS202425 ip volume inc,47.714.285.714.285.700
103.143.171.228,FALSE,86,ID,PT. Rak Super Ninja,ninjaserver.co.id,1,1,2024-03-02T14:43:43+00:00,-1.0,APNIC,PT. Rak Super Ninja,59.0,92.0,99.0,77.0,0.0,0.0,0.0,AS139400,None,None,FALSE,AS139400 pt. rak super ninja,58.857.142.857.142.800
103.143.171.228,FALSE,86,ID,PT. Rak Super Ninja,ninjaserver.co.id,1,1,2024-03-02T14:43:43+00:00,-1.0,APNIC,PT. Rak Super Ninja,59.0,92.0,99.0,77.0,0.0,0.0,0.0,AS139400,None,None,FALSE,AS139400 pt. rak super ninja,58.857.142.857.142.800
104.248.131.9,FALSE,90,DE,DigitalOcean LLC,digitalocean.com,1,1,2024-03-02T14:47:58+00:00,-3.0,RIPE NCC,DIGITALOCEAN-ASN,59.0,92.0,98.0,78.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,59.142.857.142.857.100
104.248.131.9,FALSE,90,DE,DigitalOcean LLC,digitalocean.com,1,1,2024-03-02T14:47:58+00:00,-3.0,RIPE NCC,DIGITALOCEAN-ASN,59.0,92.0,98.0,78.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,59.142.857.142.857.100
110.49.76.244,FALSE,0,TH,Advanced Info Service Public Company Limited,ais.co.th,492,189,2024-03-20T08:35:01+00:00,-1.0,APNIC,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX,57.0,90.0,98.0,78.0,0.0,0.0,0.0,AS45458,None,None,FALSE,AS45458 sbn-isp/awn-isp and sbn-nix/awn-nix,46.0
110.49.76.244,FALSE,0,TH,Advanced Info Service Public Company Limited,ais.co.th,485,187,2024-03-20T19:32:55+00:00,-1.0,APNIC,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX,57.0,90.0,98.0,78.0,0.0,0.0,0.0,AS45458,None,None,FALSE,AS45458 sbn-isp/awn-isp and sbn-nix/awn-nix,46.0
111.252.68.154,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-06-03T05:34:17+00:00,0.0,APNIC,Data Communication Business Group,65.0,99.0,100.0,75.0,0.0,0.0,0.0,AS3462,None,None,FALSE,AS3462 data communication business group,62.714.285.714.285.700
111.252.68.154,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-06-03T05:34:17+00:00,0.0,APNIC,Data Communication Business Group,65.0,99.0,100.0,75.0,0.0,0.0,0.0,AS3462,None,None,FALSE,AS3462 data communication business group,62.714.285.714.285.700
111.70.28.86,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-11-18T09:01:10+00:00,0.0,APNIC,Mobile Business Group,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS17421,None,None,FALSE,AS17421 mobile business group,6.242.857.142.857.140
111.70.28.86,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-11-18T09:01:10+00:00,0.0,APNIC,Mobile Business Group,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS17421,None,None,FALSE,AS17421 mobile business group,6.242.857.142.857.140
118.151.209.21,FALSE,99,IN,YASHTEL Yashash Cable Network Pvt Ltd,yashtel.co.in,0,0,2024-02-04T21:31:06+00:00,-1.0,APNIC,27134 lakshmi building adipampa road v.v.mohalla,58.0,92.0,100.0,75.0,0.0,0.0,0.0,AS131210,None,None,FALSE,AS131210 2713/4 lakshmi building adipampa road v.v.mohalla,6.042.857.142.857.140
118.151.209.21,FALSE,99,IN,YASHTEL Yashash Cable Network Pvt Ltd,yashtel.co.in,0,0,2024-02-04T21:31:06+00:00,-1.0,APNIC,27134 lakshmi building adipampa road v.v.mohalla,58.0,92.0,100.0,75.0,0.0,0.0,0.0,AS131210,None,None,FALSE,AS131210 2713/4 lakshmi building adipampa road v.v.mohalla,6.042.857.142.857.140
118.69.55.101,FALSE,99,VN,FPT Telecom,fpt.com.vn,0,0,2024-02-04T21:33:52+00:00,-13.0,APNIC,FPT Telecom Company,60.0,93.0,98.0,78.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,59.285.714.285.714.200
118.69.55.101,FALSE,99,VN,FPT Telecom,fpt.com.vn,0,0,2024-02-04T21:33:52+00:00,-13.0,APNIC,FPT Telecom Company,60.0,93.0,98.0,78.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,59.285.714.285.714.200
118.70.180.188,FALSE,0,VN,FPT Telecom,fpt.com.vn,876,332,2024-03-20T09:05:17+00:00,-1.0,APNIC,FPT Telecom Company,52.0,85.0,98.0,78.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,4.457.142.857.142.850
118.70.180.188,FALSE,0,VN,FPT Telecom,fpt.com.vn,880,327,2024-03-20T16:25:47+00:00,-1.0,APNIC,FPT Telecom Company,52.0,85.0,98.0,78.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,4.457.142.857.142.850
119.6.55.57,FALSE,0,CN,China Unicom Sichuan Province Network,chinaunicom.com,268,89,2024-03-20T07:09:06+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,56.0,89.0,99.0,77.0,0.0,0.0,0.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,45.857.142.857.142.800
